auctionId,title,url,location,Current Bid,Bid Increment,Number of Bids,Minimum Bid,status,Auction Start DateTime,Auction End DateTime,Bid Deposit,APN,Legal Description,Address,Parcel Map,Add'l Information,rating,Acreage
1077959,"Yuba County, CA: APN: 006-200-008-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1077959'>Link</a>,NO SITUS CA,"$2,700",$100,0,"$2,700",In Preview,02-25-23 11:00 AM ET,02-28-23 02:00 PM ET,"$2,035",006-200-008-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11607/Legals/LD006-200-008-000.pdf"" target=""_blank"">Click Here</a>","NO SITUS, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11607/Maps/PM006-200-008-000.pdf"">View Parcel Map</a>","Assessed Values <font color=""red""><i> (PDF  download)</i></font> - <a href=""http://apps.mptsweb.com/ValueNotices/Default.aspx?CN=yuba&amp;Asmt=006-200-008-000"" target=""_blank"">Click Here</a>Deed/Document Search - <a href=""https://recorder.co.yuba.ca.us/recorder/eagleweb/docSearch.jsp"" target=""_blank"">Click Here</a>Tax Values - <a href=""https://common2.mptsweb.com/MegabyteCommonSite/PublicInquiry/Inquiry.aspx?CN=Yuba&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=006-200-008-000"" target=""_blank"">Click Here</a>",
1077960,"Yuba County, CA: APN: 006-260-035-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1077960'>Link</a>,NO SITUS CA,"$38,000",$100,0,"$38,000",In Preview,02-25-23 11:00 AM ET,02-28-23 02:00 PM ET,"$2,035",006-260-035-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11607/Legals/LD006-260-035-000.pdf"" target=""_blank"">Click Here</a>","NO SITUS, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11607/Maps/PM006-260-035-000.pdf"">View Parcel Map</a>","Assessed Values <font color=""red""><i> (PDF  download)</i></font> - <a href=""http://apps.mptsweb.com/ValueNotices/Default.aspx?CN=yuba&amp;Asmt=006-260-035-000"" target=""_blank"">Click Here</a>Deed/Document Search - <a href=""https://recorder.co.yuba.ca.us/recorder/eagleweb/docSearch.jsp"" target=""_blank"">Click Here</a>Tax Values - <a href=""https://common2.mptsweb.com/MegabyteCommonSite/PublicInquiry/Inquiry.aspx?CN=Yuba&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=006-260-035-000"" target=""_blank"">Click Here</a>",,30.8
1077962,"Yuba County, CA: APN: 013-130-041-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1077962'>Link</a>,1781 EIGHTH AVENUE OLIVEHURST CA,"$9,000",$100,0,"$9,000",In Preview,02-25-23 11:00 AM ET,02-28-23 02:00 PM ET,"$2,035",013-130-041-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11607/Legals/LD013-130-041-000.pdf"" target=""_blank"">Click Here</a>","1781 EIGHTH AVENUE OLIVEHURST, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11607/Maps/PM013-130-041-000.pdf"">View Parcel Map</a>","Assessed Values <font color=""red""><i> (PDF  download)</i></font> - <a href=""http://apps.mptsweb.com/ValueNotices/Default.aspx?CN=yuba&amp;Asmt=013-130-041-000"" target=""_blank"">Click Here</a>Deed/Document Search - <a href=""https://recorder.co.yuba.ca.us/recorder/eagleweb/docSearch.jsp"" target=""_blank"">Click Here</a>Tax Values - <a href=""https://common2.mptsweb.com/MegabyteCommonSite/PublicInquiry/Inquiry.aspx?CN=Yuba&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=013-130-041-000"" target=""_blank"">Click Here</a>",,0.37
1077965,"Yuba County, CA: APN: 013-240-008-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1077965'>Link</a>,1922 NINTH AVENUE OLIVEHURST CA,"$8,000",$100,0,"$8,000",In Preview,02-25-23 11:00 AM ET,02-28-23 02:15 PM ET,"$2,035",013-240-008-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11607/Legals/LD013-240-008-000.pdf"" target=""_blank"">Click Here</a>","1922 NINTH AVENUE OLIVEHURST, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11607/Maps/PM013-240-008-000.pdf"">View Parcel Map</a>","Assessed Values <font color=""red""><i> (PDF  download)</i></font> - <a href=""http://apps.mptsweb.com/ValueNotices/Default.aspx?CN=yuba&amp;Asmt=013-240-008-000"" target=""_blank"">Click Here</a>Deed/Document Search - <a href=""https://recorder.co.yuba.ca.us/recorder/eagleweb/docSearch.jsp"" target=""_blank"">Click Here</a>Tax Values - <a href=""https://common2.mptsweb.com/MegabyteCommonSite/PublicInquiry/Inquiry.aspx?CN=Yuba&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=013-240-008-000"" target=""_blank"">Click Here</a>",,0.5
1077966,"Yuba County, CA: APN: 013-360-004-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1077966'>Link</a>,4133 FEATHER RIVER BOULEVARD OLIVEHURST CA,"$38,000",$100,0,"$38,000",In Preview,02-25-23 11:00 AM ET,02-28-23 02:15 PM ET,"$2,035",013-360-004-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11607/Legals/LD013-360-004-000.pdf"" target=""_blank"">Click Here</a>","4133 FEATHER RIVER BOULEVARD OLIVEHURST, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11607/Maps/PM013-360-004-000.pdf"">View Parcel Map</a>","Assessed Values <font color=""red""><i> (PDF  download)</i></font> - <a href=""http://apps.mptsweb.com/ValueNotices/Default.aspx?CN=yuba&amp;Asmt=013-360-004-000"" target=""_blank"">Click Here</a>Deed/Document Search - <a href=""https://recorder.co.yuba.ca.us/recorder/eagleweb/docSearch.jsp"" target=""_blank"">Click Here</a>Tax Values - <a href=""https://common2.mptsweb.com/MegabyteCommonSite/PublicInquiry/Inquiry.aspx?CN=Yuba&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=013-360-004-000"" target=""_blank"">Click Here</a>",,4
1077968,"Yuba County, CA: APN: 018-220-050-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1077968'>Link</a>,NO SITUS CA,"$1,000",$100,0,"$1,000",In Preview,02-25-23 11:00 AM ET,02-28-23 02:15 PM ET,"$2,035",018-220-050-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11607/Legals/LD018-220-050-000.pdf"" target=""_blank"">Click Here</a>","NO SITUS, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11607/Maps/PM018-220-050-000.pdf"">View Parcel Map</a>","Assessed Values <font color=""red""><i> (PDF  download)</i></font> - <a href=""http://apps.mptsweb.com/ValueNotices/Default.aspx?CN=yuba&amp;Asmt=018-220-050-000"" target=""_blank"">Click Here</a>Deed/Document Search - <a href=""https://recorder.co.yuba.ca.us/recorder/eagleweb/docSearch.jsp"" target=""_blank"">Click Here</a>Tax Values - <a href=""https://common2.mptsweb.com/MegabyteCommonSite/PublicInquiry/Inquiry.aspx?CN=Yuba&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=018-220-050-000"" target=""_blank"">Click Here</a>",,0.3
1077970,"Yuba County, CA: APN: 020-097-005-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1077970'>Link</a>,5951 GARDEN AVENUE WEST LINDA CA,"$15,000",$100,0,"$15,000",In Preview,02-25-23 11:00 AM ET,02-28-23 02:30 PM ET,"$2,035",020-097-005-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11607/Legals/LD020-097-005-000.pdf"" target=""_blank"">Click Here</a>","5951 GARDEN AVENUE WEST LINDA, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11607/Maps/PM020-097-005-000.pdf"">View Parcel Map</a>","Assessed Values <font color=""red""><i> (PDF  download)</i></font> - <a href=""http://apps.mptsweb.com/ValueNotices/Default.aspx?CN=yuba&amp;Asmt=020-097-005-000"" target=""_blank"">Click Here</a>Deed/Document Search - <a href=""https://recorder.co.yuba.ca.us/recorder/eagleweb/docSearch.jsp"" target=""_blank"">Click Here</a>Tax Values - <a href=""https://common2.mptsweb.com/MegabyteCommonSite/PublicInquiry/Inquiry.aspx?CN=Yuba&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=020-097-005-000"" target=""_blank"">Click Here</a>",,0.14
1077971,"Yuba County, CA: APN: 021-251-002-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1077971'>Link</a>,5814 MONTCLAIR AVENUE LINDA CA,"$96,000",$100,0,"$96,000",In Preview,02-25-23 11:00 AM ET,02-28-23 02:30 PM ET,"$2,035",021-251-002-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11607/Legals/LD021-251-002-000.pdf"" target=""_blank"">Click Here</a>","5814 MONTCLAIR AVENUE LINDA, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11607/Maps/PM021-251-002-000.pdf"">View Parcel Map</a>","Assessed Values <font color=""red""><i> (PDF  download)</i></font> - <a href=""http://apps.mptsweb.com/ValueNotices/Default.aspx?CN=yuba&amp;Asmt=021-251-002-000"" target=""_blank"">Click Here</a>Deed/Document Search - <a href=""https://recorder.co.yuba.ca.us/recorder/eagleweb/docSearch.jsp"" target=""_blank"">Click Here</a>Tax Values - <a href=""https://common2.mptsweb.com/MegabyteCommonSite/PublicInquiry/Inquiry.aspx?CN=Yuba&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=021-251-002-000"" target=""_blank"">Click Here</a>",,
1077972,"Yuba County, CA: APN: 021-251-012-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1077972'>Link</a>,5824 MONTCLAIR AVENUE LINDA CA,"$38,000",$100,0,"$38,000",In Preview,02-25-23 11:00 AM ET,02-28-23 02:30 PM ET,"$2,035",021-251-012-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11607/Legals/LD021-251-012-000.pdf"" target=""_blank"">Click Here</a>","5824 MONTCLAIR AVENUE LINDA, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11607/Maps/PM021-251-012-000.pdf"">View Parcel Map</a>","Assessed Values <font color=""red""><i> (PDF  download)</i></font> - <a href=""http://apps.mptsweb.com/ValueNotices/Default.aspx?CN=yuba&amp;Asmt=021-251-012-000"" target=""_blank"">Click Here</a>Deed/Document Search - <a href=""https://recorder.co.yuba.ca.us/recorder/eagleweb/docSearch.jsp"" target=""_blank"">Click Here</a>Tax Values - <a href=""https://common2.mptsweb.com/MegabyteCommonSite/PublicInquiry/Inquiry.aspx?CN=Yuba&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=021-251-012-000"" target=""_blank"">Click Here</a>",,0.94
1077974,"Yuba County, CA: APN: 048-160-023-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1077974'>Link</a>,13921 GRINDROCK WAY DOBBINS CA,"$16,000",$100,0,"$16,000",In Preview,02-25-23 11:00 AM ET,02-28-23 02:45 PM ET,"$2,035",048-160-023-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11607/Legals/LD048-160-023-000.pdf"" target=""_blank"">Click Here</a>","13921 GRINDROCK WAY DOBBINS, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11607/Maps/PM048-160-023-000.pdf"">View Parcel Map</a>","Assessed Values <font color=""red""><i> (PDF  download)</i></font> - <a href=""http://apps.mptsweb.com/ValueNotices/Default.aspx?CN=yuba&amp;Asmt=048-160-023-000"" target=""_blank"">Click Here</a>Deed/Document Search - <a href=""https://recorder.co.yuba.ca.us/recorder/eagleweb/docSearch.jsp"" target=""_blank"">Click Here</a>Tax Values - <a href=""https://common2.mptsweb.com/MegabyteCommonSite/PublicInquiry/Inquiry.aspx?CN=Yuba&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=048-160-023-000"" target=""_blank"">Click Here</a>",,5.34
