auctionId,title,url,location,Current Bid,Bid Increment,Number of Bids,Minimum Bid,status,Auction Start DateTime,Auction End DateTime,Bid Deposit,APN,Legal Description,Address,Parcel Map,Add'l Information,Improvements,Land Value,Total Assessed Values,rating,Exemptions,Personal Property Value
1076099,"Merced County, CA: APN: 003-043-013-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076099'>Link</a>,1265 HIGH ATWATER CA,"$4,656",$100,0,"$4,656",In Preview,02-24-23 11:00 AM ET,02-27-23 02:00 PM ET,"$2,535",003-043-013-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 003-043-013-000.pdf"" target=""_blank"">Click Here</a>","1265 HIGH ATWATER, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 003-043-013-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/003043013000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=003-043-013-000"" target=""_blank"">Click Here</a>LDS CC MITCHELL POR LOT 1","$17,730.00","$7,632.00","$25,362.00",
1076103,"Merced County, CA: APN: 012-013-046-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076103'>Link</a>,1249 CONNER AVE DOS PALOS CA,"$6,722",$100,0,"$6,722",In Preview,02-24-23 11:00 AM ET,02-27-23 02:00 PM ET,"$2,535",012-013-046-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 012-013-046-000.pdf"" target=""_blank"">Click Here</a>","1249 CONNER AVE DOS PALOS, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 012-013-046-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/012013046000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=012-013-046-000"" target=""_blank"">Click Here</a>SELF HELP ENTERPRISES LOT 29","$167,326.00","$52,203.00","$219,529.00",
1076104,"Merced County, CA: APN: 012-052-003-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076104'>Link</a>,1102 GOLDEN GATE AVE DOS PALOS CA,"$20,042",$100,0,"$20,042",In Preview,02-24-23 11:00 AM ET,02-27-23 02:00 PM ET,"$2,535",012-052-003-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 012-052-003-000.pdf"" target=""_blank"">Click Here</a>","1102 GOLDEN GATE AVE DOS PALOS, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 012-052-003-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/012052003000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=012-052-003-000"" target=""_blank"">Click Here</a>KINCAID ADD LOTS 21&amp;22","$167,495.00","$23,099.00","$190,594.00",
1076106,"Merced County, CA: APN: 012-254-009-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076106'>Link</a>,1817 CENTER AVE DOS PALOS CA,"$20,300",$100,0,"$20,300",In Preview,02-24-23 11:00 AM ET,02-27-23 02:15 PM ET,"$2,535",012-254-009-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 012-254-009-000.pdf"" target=""_blank"">Click Here</a>","1817 CENTER AVE DOS PALOS, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 012-254-009-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/012254009000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=012-254-009-000"" target=""_blank"">Click Here</a>BRN ADD LOT 5 POR 6 BLK 4","$91,003.00","$27,728.00","$118,731.00",
1076108,"Merced County, CA: APN: 020-092-014-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076108'>Link</a>,CA,"$12,175",$100,0,"$12,175",In Preview,02-24-23 11:00 AM ET,02-27-23 02:15 PM ET,"$2,535",020-092-014-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 020-092-014-000.pdf"" target=""_blank"">Click Here</a>",CA,"<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 020-092-014-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/020092014000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=020-092-014-000"" target=""_blank"">Click Here</a>M &amp; L SUB POR LOT 105 SEC 8/8/9",,"$2,805.00","$2,805.00",
1076111,"Merced County, CA: APN: 026-032-036-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076111'>Link</a>,1217 CENTER LN LOS BANOS CA,"$13,629",$100,0,"$13,629",In Preview,02-24-23 11:00 AM ET,02-27-23 02:15 PM ET,"$2,535",026-032-036-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 026-032-036-000.pdf"" target=""_blank"">Click Here</a>","1217 CENTER LN LOS BANOS, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 026-032-036-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/026032036000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=026-032-036-000"" target=""_blank"">Click Here</a>M&amp;L SUB LOT 15 POR LOT 13","$107,425.00","$28,875.00","$136,300.00",
1076113,"Merced County, CA: APN: 030-193-010-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076113'>Link</a>,319 W 22ND ST MERCED CA,"$19,258",$100,0,"$19,258",In Preview,02-24-23 11:00 AM ET,02-27-23 02:15 PM ET,"$2,535",030-193-010-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 030-193-010-000.pdf"" target=""_blank"">Click Here</a>","319 W 22ND ST MERCED, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 030-193-010-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/030193010000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=030-193-010-000"" target=""_blank"">Click Here</a>MERCED LOT 14 BLK 76","$30,271.00","$11,555.00","$34,826.00",,"-$7,000.00"
1076116,"Merced County, CA: APN: 032-043-001-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076116'>Link</a>,960 W 11TH ST MERCED CA,"$5,149",$100,0,"$5,149",In Preview,02-24-23 11:00 AM ET,02-27-23 02:30 PM ET,"$2,535",032-043-001-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 032-043-001-000.pdf"" target=""_blank"">Click Here</a>","960 W 11TH ST MERCED, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 032-043-001-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/032043001000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=032-043-001-000"" target=""_blank"">Click Here</a>RAYMACK #1 LOT 8 BLK 303",,"$5,717.00","$5,717.00",,
1076119,"Merced County, CA: APN: 034-091-009-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076119'>Link</a>,2199 GLEN AVE MERCED CA,"$9,453",$100,0,"$9,453",In Preview,02-24-23 11:00 AM ET,02-27-23 02:30 PM ET,"$2,535",034-091-009-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 034-091-009-000.pdf"" target=""_blank"">Click Here</a>","2199 GLEN AVE MERCED, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 034-091-009-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/034091009000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=034-091-009-000"" target=""_blank"">Click Here</a>YOS MNR LOT 29","$57,207.00","$10,329.00","$67,536.00",,
1076120,"Merced County, CA: APN: 046-030-005-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076120'>Link</a>,CA,"$1,922",$100,0,"$1,922",In Preview,02-24-23 11:00 AM ET,02-27-23 02:30 PM ET,"$2,535",046-030-005-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 046-030-005-000.pdf"" target=""_blank"">Click Here</a>",CA,"<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 046-030-005-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/046030005000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=046-030-005-000"" target=""_blank"">Click Here</a>LET D TR POR LOT 2&amp;3 SEC 5/6/11",,"$3,031.00","$3,031.00",,
